precursor,co2_uptake_lp,ch4_uptake_hp,logKH_CO2,logKH_CH4,pore_diameter,density,metal_frag,linker_smiles,label_co2_capture,label_ch4_storage
[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Sm],5.863117442,7.1198887596,-2.0211906453849187,-4.614540303181532,6.36295,1.2069299999999998,[Sm],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,0
[O-]C(=O)C1=CC(=C[C]=C1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C1=C[C]=CC(=C1)c1ccc(cc1)C(=O)[O-].[Sm],2.7114843,14.7108755182,-2.994562076949178,-4.965355503246816,10.57457,0.724012,[Sm],[O-]C(=O)C1=CC(=C[C]=C1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C1=C[C]=CC(=C1)c1ccc(cc1)C(=O)[O-],1,1
[Gd].[O-]C(=O)C1=CC(=C[C]=C1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C1=C[C]=CC(=C1)c1ccc(cc1)C(=O)[O-],1.205906418,14.4026105955,-3.988619892669172,-4.959203892284287,10.46973,0.738468,[Gd],[O-]C(=O)C1=CC(=C[C]=C1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C1=C[C]=CC(=C1)c1ccc(cc1)C(=O)[O-],0,1
[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].[O-]C(=O)C1=NC=N[C]1C(=O)[O-].[Zn],0.767230852,7.6044815845,-4.303274137557944,-5.290791964331799,13.68944,1.04302,[Zn],[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].[O-]C(=O)C1=NC=N[C]1C(=O)[O-],0,0
[Mn].[O-]C(=O)C1=C([N]C=N1)C(=O)[O-],1.016911181,7.7801096938,-4.119539701367043,-5.350413985278154,13.73946,0.952497,[Mn],[O-]C(=O)C1=C([N]C=N1)C(=O)[O-],0,0
[Co].[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].[O-]C(=O)C1=NC=N[C]1C(=O)[O-],0.685976172,7.3632016015,-4.338663501624732,-5.369535511526929,13.71044,1.0143799999999998,[Co],[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].[O-]C(=O)C1=NC=N[C]1C(=O)[O-],0,0
[Zn].n1ccc(cc1)c1ccncc1,9.167376152,9.0812067803,-1.2132052924897094,-5.122123806745688,7.5124,0.834657,[Zn],n1ccc(cc1)c1ccncc1,1,1
[Cu][Cu].[O-]C(=O)c1cc(C#CC#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0.410425446,15.6312472612,-4.525792480195974,-5.090385676520447,12.05622,0.618537,[Cu][Cu],[O-]C(=O)c1cc(C#CC#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1
[Co][Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],1.368612052,12.6350471236,-3.8591432786808064,-4.448048900691337,15.21554,0.8261529999999999,[Co][Co],[O-]C(=O)c1ccc(cc1)C(=O)[O-],0,1
N#CC(=C(C#N)C#N)C#N.N#C[C]C#N.[Mn],0.38575096,7.2642765563,-4.588499825632822,-5.039888984390237,6.14636,0.8649530000000001,[Mn],N#CC(=C(C#N)C#N)C#N.N#C[C]C#N,0,0
[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]123[Zn][Zn]43[Zn]2([Zn]1)[OH2]4,2.168164718,6.1176520438,-3.281428563891476,-4.959180171579229,8.197230000000001,1.37403,[Zn][O]123[Zn][Zn]43[Zn]2([Zn]1)[OH2]4,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0
[Fe].[Hg].[S]C#N,2.666129742,3.4090612015,-3.3067515660118167,-5.655519304313722,5.37255,1.53414,[Fe].[Hg],[S]C#N,1,0
[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)c1ccncc1,0.827627873,1.835301072,-3.996832543192581,-4.473965869959361,4.71712,1.54053,[Cu][Cu],[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)c1ccncc1,0,0
[Co].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,2.306842685,4.344704001,-3.4176354639551065,-4.213056310282116,5.34449,1.19766,[Co],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,0,0
[O-]C(=O)CC(=O)[O-].[Zn],2.556847561,2.8979804669,-3.0084806529961368,-4.980389435489595,4.5888100000000005,1.51093,[Zn],[O-]C(=O)CC(=O)[O-],0,0
O=C1c2cc(ccc2-c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[O]CC[O].[Zn],0.709317667,7.6797080448,-4.1256028460856005,-5.231663864266388,13.29616,0.983012,[Zn],O=C1c2cc(ccc2-c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[O]CC[O],0,0
O1[U]2O[U]3[O]2[U]1O3.O=C1C(=O)C(=O)C1=O,0.031586257,2.132598842,-5.671724395014987,-5.905186601927725,9.52683,2.70363,O1[U]2O[U]3[O]2[U]1O3,O=C1C(=O)C(=O)C1=O,0,0
S1Cc2ccc(cc2)CSCc2ccc(C1)cc2.[Cu]I,0.7849245,2.0198564481,-4.080665069620192,-4.499443824246121,5.32382,1.6566800000000002,[Cu]I,S1Cc2ccc(cc2)CSCc2ccc(C1)cc2,0,0
S1Cc2ccc(cc2)CSCc2ccc(C1)cc2.[Cu]Br,0.824270241,2.3310348585,-4.093964649330959,-4.4398697051105,5.18677,1.5231400000000002,[Cu]Br,S1Cc2ccc(cc2)CSCc2ccc(C1)cc2,0,0
[Cu][Cu].[O-]C(=O)c1cc(OCCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0.494214794,12.9402955011,-4.486938294333137,-4.934125378852075,10.24604,0.774705,[Cu][Cu],[O-]C(=O)c1cc(OCCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1
N1=CC=N[N]1.[N]1C=CN=N1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn],1.304201473,7.074540273099999,-3.9930977430322687,-4.734352146453567,5.38373,1.15006,[Zn],N1=CC=N[N]1.[N]1C=CN=N1.[O-]C(=O)c1ccc(cc1)C(=O)[O-],0,0
[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-].[Zn][OH]([Zn][OH]([Zn])[Zn])[Zn],2.308601905,1.6317802724,-1.7053552427570835,-5.0713891023109925,4.49041,2.00933,[Zn][OH]([Zn][OH]([Zn])[Zn])[Zn],[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-],0,0
[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-].[Zn],0.358916406,9.1902424619,-4.634416555693362,-5.110040909194108,7.74379,0.9596,[Zn],[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-],0,1
[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)O.[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-].[Zn],0.884968461,2.6578584559,-4.010644527037267,-5.013656054943136,4.67373,1.52865,[Zn],[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)O.[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-],0,0
N#CC(N=NC(C#N)(C)C)(C)C.[Fe],0.427486175,5.2665682213,-4.516900756185562,-4.685700808276156,6.04955,0.7786449999999999,[Fe],N#CC(N=NC(C#N)(C)C)(C)C,0,0
N#CC1(CCCCC1)[N][N]C1(CCCCC1)C#N.[Fe],1.343432703,4.316135078399999,-3.788196236369053,-4.197666948042128,5.53566,0.933009,[Fe],N#CC1(CCCCC1)[N][N]C1(CCCCC1)C#N,0,0
N#CC1(CCCCC1)N=NC1(CCCCC1)C#N.N#CC1(CCCCC1)[N][N]C1(CCCCC1)C#N.[Fe],1.401708246,3.8890328677,-3.7396757449026974,-4.154936084464229,5.47778,0.943046,[Fe],N#CC1(CCCCC1)N=NC1(CCCCC1)C#N.N#CC1(CCCCC1)[N][N]C1(CCCCC1)C#N,0,0
NCCN.[Ag][Ag],0.087226359,1.4294909277,-5.192178918859088,-6.646911235166052,3.76101,1.78918,[Ag][Ag],NCCN,0,0
[Cu][Cu].[O-]C(=O)c1ccc(cc1)N1c2ccc(cc2Oc2c1ccc(c2)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],0.280581867,18.2757308026,-4.720456245175752,-5.232256563654043,18.51843,0.531149,[Cu][Cu].[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)c1ccc(cc1)N1c2ccc(cc2Oc2c1ccc(c2)C(=O)[O-])C(=O)[O-],0,1
[O-]C(=O)c1ccc(cc1)N1c2ccc(cc2Oc2c1ccc(c2)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn].[Zn][Zn],0.319390347,18.139474797,-4.673895687939781,-5.225167099617493,18.77734,0.539574,[Zn][O]([Zn])([Zn])[Zn].[Zn][Zn],[O-]C(=O)c1ccc(cc1)N1c2ccc(cc2Oc2c1ccc(c2)C(=O)[O-])C(=O)[O-],0,1
[Co][Co].[O-]C(=O)c1ccc(cc1)N1c2ccc(cc2Oc2c1ccc(c2)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],0.330169449,18.4723184919,-4.664020857659646,-5.2295839737927166,18.83938,0.5274260000000001,[Co][Co].[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)c1ccc(cc1)N1c2ccc(cc2Oc2c1ccc(c2)C(=O)[O-])C(=O)[O-],0,1
C(Cc1ccncc1)Cc1ccncc1.[Cu].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],1.992031946,3.7111224231,-3.4493766797896166,-4.630984632467344,5.19955,1.20736,[Cu],C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],0,0
C(Cc1ccncc1)Cc1ccncc1.[Mn].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],2.180262309,1.4429716304,-2.7278264128361136,-5.1279801579523685,5.7525200000000005,1.18631,[Mn],C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],0,0
[Cu][Cu].[O-]C(=O)C1([BH])[BH]2[BH]1[BH]1[BH]3[BH](B2)BC13C(=O)[O-],0.830299845,17.3243710791,-4.283843845002185,-4.775578309232428,9.38886,0.6621800000000001,[Cu][Cu],[O-]C(=O)C1([BH])[BH]2[BH]1[BH]1[BH]3[BH](B2)BC13C(=O)[O-],0,1
[Eu].[O-]C(=O)c1ccc(cc1)C1=[N]=C(N=N1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O,0.403534603,5.8863724996,-4.565485386169248,-5.03003597379618,8.56724,1.27671,[Eu],[O-]C(=O)c1ccc(cc1)C1=[N]=C(N=N1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O,0,0
[Gd].[O-]C(=O)c1ccc(cc1)c1nnc([nH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O,0.476428652,5.7115698781,-4.485458887978892,-4.967739942056201,8.332360000000001,1.32055,[Gd],[O-]C(=O)c1ccc(cc1)c1nnc([nH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O,0,0
[Dy].[O-]C(=O)c1ccc(cc1)c1nnc([nH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O,0.463204748,5.7576330859,-4.506901802628756,-4.986164624259668,8.49976,1.31953,[Dy],[O-]C(=O)c1ccc(cc1)c1nnc([nH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O,0,0
[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1N[N]C(=N1)c1cc(cc(c1)C(=O)O)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)c1[nH]nc(n1)c1cc(cc(c1)C(=O)O)C(=O)[O-])C(=O)[O-].[Sm],2.790949259,1.1833404068,-0.4579156210098741,-5.371003482886798,4.0111,1.80108,[Sm],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1N[N]C(=N1)c1cc(cc(c1)C(=O)O)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)c1[nH]nc(n1)c1cc(cc(c1)C(=O)O)C(=O)[O-])C(=O)[O-],1,0
[Gd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1N[N]C(=N1)c1cc(cc(c1)C(=O)O)C(=O)[O-],2.516918673,1.2709776738,-1.901792517949304,-5.328978121687607,3.98698,1.8507,[Gd],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1N[N]C(=N1)c1cc(cc(c1)C(=O)O)C(=O)[O-],0,0
[O-]C(=O)c1cc(cc(c1)C1=N[C](N[N]1)c1cc(cc(c1)C(=O)O)C(=O)[O-])C(=O)[O-].[Tb],2.781821979,1.2811202888,-1.4493082390337533,-5.5109870341663685,3.78705,1.84426,[Tb],[O-]C(=O)c1cc(cc(c1)C1=N[C](N[N]1)c1cc(cc(c1)C(=O)O)C(=O)[O-])C(=O)[O-],1,0
[Dy].[O-]C(=O)c1cc(cc(c1)C1=N[C](N[N]1)c1cc(cc(c1)C(=O)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)c1[nH]nc(n1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)O,2.494653312,1.3044753158,-1.7622979541836814,-5.528302061516197,3.80555,1.85069,[Dy],[O-]C(=O)c1cc(cc(c1)C1=N[C](N[N]1)c1cc(cc(c1)C(=O)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)c1[nH]nc(n1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)O,0,0
[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(c(c1)OCc1ccncc1)OCc1ccncc1,0.064858938,1.1813954988,-5.373852695300688,-5.851656518651633,3.81372,1.78039,[Cd],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(c(c1)OCc1ccncc1)OCc1ccncc1,0,0
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,1.88678644,3.8246231672,-3.6263525277907824,-4.282724868250274,5.08726,1.27292,[Zn],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)CCc1ccncc1,0,0
O1[Cu][O]2([Cu]1)[Cu]O[Cu]2.[O-]C(=O)c1ccc(cc1)n1c(C)nnc1C,0.416012216,9.7622264909,-4.563928039296677,-5.021861955577645,7.435119999999999,0.84804,O1[Cu][O]2([Cu]1)[Cu]O[Cu]2,[O-]C(=O)c1ccc(cc1)n1c(C)nnc1C,0,1
O1CCOCC1.[Li].[Li]Cl,0.565919497,5.1244276105,-4.392997736835536,-4.699813353944791,5.9367,0.815854,[Li].[Li]Cl,O1CCOCC1,0,0
[Gd][Gd].[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-],1.907684265,9.6645443109,-3.530024903796705,-4.857191460486543,8.144689999999999,0.901348,[Gd][Gd],[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-],0,1
Cc1c(c2c(C)c(c3ccncc3)c(c(c2C)c2ccncc2)C)c(C)c(c(c1c1ccncc1)C)c1ccncc1.[Cd],0.430633313,11.6892719881,-4.512935192033785,-4.744098224009154,8.55642,0.7067829999999999,[Cd],Cc1c(c2c(C)c(c3ccncc3)c(c(c2C)c2ccncc2)C)c(C)c(c(c1c1ccncc1)C)c1ccncc1,0,1
[O-]C(=O)c1ccc(cc1c1cccc(n1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Tb],2.403339452,4.8163447547,-3.2816220570166834,-4.691064407314106,5.3952,1.47049,[Tb],[O-]C(=O)c1ccc(cc1c1cccc(n1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],0,0
[Eu].[O-]C(=O)c1ccc(cc1c1cccc(n1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],2.608485031,4.9710600439,-3.22252532810017,-4.692675146354634,5.488119999999999,1.4398300000000002,[Eu],[O-]C(=O)c1ccc(cc1c1cccc(n1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],0,0
COc1cc(cc(c1c1c(OC)cc(cc1OC)C(=O)[O-])OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],2.218293503,9.0100171645,-3.5816572703440843,-4.522070262898106,9.00352,0.93614,[Zn][O]([Zn])([Zn])[Zn],COc1cc(cc(c1c1c(OC)cc(cc1OC)C(=O)[O-])OC)C(=O)[O-],0,1
COc1cc(cc(c1c1c(OC)cc(cc1OC)C(=O)[O-])OC)C(=O)[O-].[Cu][Cu],1.722914089,14.4881467869,-3.727805527436427,-4.774277301315832,11.35798,0.6747770000000001,[Cu][Cu],COc1cc(cc(c1c1c(OC)cc(cc1OC)C(=O)[O-])OC)C(=O)[O-],0,1
[Cu].[O-]C(=O)c1ccc(s1)C(=O)[O-],0.823027625,5.4991104353,-4.2624916938196105,-4.9554837579961015,6.973660000000001,1.20561,[Cu],[O-]C(=O)c1ccc(s1)C(=O)[O-],0,0
[Co].[Co][OH]1[Co][OH]([Co]1)[Co].[O-]C(=O)CCC(=O)[O-].[O-]C(=O)CCCCC(=O)[O-],1.423466863,1.0814586557,-3.322362027352926,-6.369591449983747,3.79529,1.7623700000000002,[Co].[Co][OH]1[Co][OH]([Co]1)[Co],[O-]C(=O)CCC(=O)[O-].[O-]C(=O)CCCCC(=O)[O-],0,0
[Cd].[N]1OOO1.O=O.O=O.n1ccc(cc1)c1nnc(nn1)c1ccncc1,3.879832226,6.9672149669,-2.7230008304829165,-4.912027023936126,4.8614,1.26954,[Cd].[N]1OOO1.O=O.O=O,n1ccc(cc1)c1nnc(nn1)c1ccncc1,1,0
[La].[O-]C(=O)CC=CCC(=O)[O-].[OH2][La],0.898417947,1.4174007003,-4.109469443252902,-6.184257596300296,4.138719999999999,1.62151,[La].[OH2][La],[O-]C(=O)CC=CCC(=O)[O-],0,0
[La].[O-]C(=O)CC=CCC(=O)[O-].[O-]C(=O)C[C]1[C][C][C]1.[O-]C(=O)[CH2],3.910645692,3.8378268419,-2.275048631575553,-5.755485381355393,3.97511,1.56371,[La],[O-]C(=O)CC=CCC(=O)[O-].[O-]C(=O)C[C]1[C][C][C]1.[O-]C(=O)[CH2],1,0
[Ce].[O-]C(=O)CC=CCC(=O)[O-].[O-]C(=O)C[C]1[C][C][C]1.[O-]C(=O)[CH2],5.239364024,3.8055401839,-0.4948405215922093,-5.729873406465639,3.97179,1.58166,[Ce],[O-]C(=O)CC=CCC(=O)[O-].[O-]C(=O)C[C]1[C][C][C]1.[O-]C(=O)[CH2],1,0
[Co][OH]1[Co][OH]([Co]1)[Co].[O-]C(=O)c1ccc(cc1)c1nnc(n1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C,3.41245043,5.5522828147,-3.1156657878505856,-4.77359602254599,5.81104,1.22228,[Co][OH]1[Co][OH]([Co]1)[Co],[O-]C(=O)c1ccc(cc1)c1nnc(n1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C,1,0
[Lu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0.705939173,4.9088952041,-4.344251867263372,-4.854788050338568,6.808489999999999,1.6895,[Lu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0
N#N.[C]#[C].[Cu].n1ccc(cc1)c1ccncc1,0.444169661,18.261173185,-4.5341860427305205,-5.0505207037815225,9.31006,0.580679,N#N.[Cu],[C]#[C].n1ccc(cc1)c1ccncc1,0,1
I[Cu]12[S]3[Mo]4562[S]1[Cu]5[S]6[Cu]34.n1ccc(cc1)c1ccncc1,1.932900448,3.406210252,-3.3339633795660286,-4.85767624623071,6.20608,1.48643,I[Cu]12[S]3[Mo]4562[S]1[Cu]5[S]6[Cu]34,n1ccc(cc1)c1ccncc1,0,0
Br[Cu]12[S]3[Mo]4562[S]1[Cu]5[S]6[Cu]34.n1ccc(cc1)c1ccncc1,2.067845519,3.7855190427,-3.258700246090476,-4.802143522024253,6.25491,1.39707,Br[Cu]12[S]3[Mo]4562[S]1[Cu]5[S]6[Cu]34,n1ccc(cc1)c1ccncc1,0,0
Cl[Co].[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-].[Tb]1[OH2][Tb][OH2]1,3.151685591,5.8244951019,-3.3832410006368567,-4.893778495746708,8.96945,1.16708,Cl[Co].[Tb]1[OH2][Tb][OH2]1,[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-],1,0
C1=C[C](C=C[N]1)[C]1C=C[N]C=C1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn],1.444933842,6.4109066426,-3.9204027543751927,-4.486865003670328,6.2571200000000005,1.06941,[Zn][Zn],C1=C[C](C=C[N]1)[C]1C=C[N]C=C1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],0,0
[O-]C(=O)C=CC(=O)[O-].[Zn][Zn].n1ccc(cc1)c1ccncc1,0.838195298,2.4095876903,-3.503734749529954,-4.631395182864395,3.96403,1.62281,[Zn][Zn],[O-]C(=O)C=CC(=O)[O-].n1ccc(cc1)c1ccncc1,0,0
[O-]C(=O)c1ccc(cc1)[N][C]1=[N]=[C](=[N]=[C](=[N]=1)[N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],1.603049403,9.3258810449,-3.930235732676477,-4.596381956007117,6.791710000000001,0.962581,[Zn],[O-]C(=O)c1ccc(cc1)[N][C]1=[N]=[C](=[N]=[C](=[N]=1)[N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1
[O-]C(=O)c1ccc(cc1)NC1=[N]=C(N=C([N]1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)NC1=[N]=C([N]C(=N1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],0.523289292,16.3513176507,-4.4810611858443945,-5.0574165778821225,12.50004,0.6224000000000001,[Zn],[O-]C(=O)c1ccc(cc1)NC1=[N]=C(N=C([N]1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)NC1=[N]=C([N]C(=N1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1
[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn],2.766900939,6.9982989067,-2.4540240162050044,-4.396183586834956,7.523280000000001,1.00896,[Zn],[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],1,0
O1[Mo]23O[Mo]456O[Mo]781[O]1[Mo]9%108[O]7[Zn]7[O]4[Mo]486[O]5[Zn]5[O]3[Mo]36[O]2[Zn]1[O]1[Mo]2%11(O%10)[Mo]%101(O3)[O]%11[Zn]1[O]3[Mo](O9)([O]7[Mo]3(O4)O[Mo]34([O]5[Mo]3(O6)(O%10)[O]14)O8)O2.[O-]C(=O)c1ccc(cc1)c1ccncc1,0.290106545,6.2379333167,-4.658013806998175,-5.727793924870582,8.769789999999999,1.23234,O1[Mo]23O[Mo]456O[Mo]781[O]1[Mo]9%108[O]7[Zn]7[O]4[Mo]486[O]5[Zn]5[O]3[Mo]36[O]2[Zn]1[O]1[Mo]2%11(O%10)[Mo]%101(O3)[O]%11[Zn]1[O]3[Mo](O9)([O]7[Mo]3(O4)O[Mo]34([O]5[Mo]3(O6)(O%10)[O]14)O8)O2,[O-]C(=O)c1ccc(cc1)c1ccncc1,0,0
O1[Mo]23O[Mo]456O[Mo]781[O]1[Mo]9%108[O]7[Zn]7[O]4[Mo]486[O]5[Zn]5[O]3[Mo]36[O]2[Zn]1[O]1[Mo]2%11(O%10)[Mo]%101(O3)[O]%11[Zn]1[O]3[Mo](O9)([O]7[Mo]3(O4)O[Mo]34([O]5[Mo]3(O6)(O%10)[O]14)O8)O2.[O-]C(=O)c1ccncc1,0.209362701,4.6886717535,-4.851199983462765,-5.972752351254213,9.46149,1.3222,O1[Mo]23O[Mo]456O[Mo]781[O]1[Mo]9%108[O]7[Zn]7[O]4[Mo]486[O]5[Zn]5[O]3[Mo]36[O]2[Zn]1[O]1[Mo]2%11(O%10)[Mo]%101(O3)[O]%11[Zn]1[O]3[Mo](O9)([O]7[Mo]3(O4)O[Mo]34([O]5[Mo]3(O6)(O%10)[O]14)O8)O2,[O-]C(=O)c1ccncc1,0,0
[Fe].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O].[O]P(=O)([O])O,0.452567732,3.1629659632,-4.454952795598817,-5.328390304586612,4.35216,1.75285,[Fe].[O]P(=O)(O)[O].[O]P(=O)([O])O,[O-]C(=O)C(=O)[O-],0,0
[Ag].[Ag][Ag]([O]123[Ag][Ag]453[Ag]1[O]15([Ag]24[Ag]1)[Ag]([Ag])[Ag])[Ag].[Ag][C]1[C]c2ccccc2[C][C]2[Ag]1([Ag])[Ag][Ag]2.[C]#CC1=CC=C[CH]C1=C=C1[Ag][Ag]1.[O-]C(=O)C(F)(F)F,1.899584585,1.3519711228,-2.233254123197915,-5.994682182884928,5.48874,2.54681,[Ag].[Ag][Ag]([O]123[Ag][Ag]453[Ag]1[O]15([Ag]24[Ag]1)[Ag]([Ag])[Ag])[Ag],[Ag][C]1[C]c2ccccc2[C][C]2[Ag]1([Ag])[Ag][Ag]2.[C]#CC1=CC=C[CH]C1=C=C1[Ag][Ag]1.[O-]C(=O)C(F)(F)F,0,0
