precursor,co2_uptake_lp,ch4_uptake_hp,logKH_CO2,logKH_CH4,pore_diameter,density,metal_frag,linker_smiles,label_co2_capture,label_ch4_storage
[Co].[O].[W].n1ccc(cc1)C=Cc1ccncc1,1.555053376,3.3448991884,-3.749245865899376,-4.514142345637159,6.0987,1.35116,[Co].[O].[W],n1ccc(cc1)C=Cc1ccncc1,0,0
[Zn].[Zn][Zn].o1cnnc1,2.357473344,10.7392184562,-3.7225237299467286,-4.306282721708923,10.59462,0.990408,[Zn].[Zn][Zn],o1cnnc1,0,1
[Cu][O]1[Cu][O]([Cu]1)[Cu].[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-],0.911649566,2.4440811137000003,-4.090684182772302,-5.316007913554446,3.91444,1.91817,[Cu][O]1[Cu][O]([Cu]1)[Cu],[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-],0,0
[Cu][OH]1[Cu][OH]([Cu]1)[Cu].[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-],1.126271355,2.4662691645,-3.961614332951069,-5.183201436832296,3.93708,1.91107,[Cu][OH]1[Cu][OH]([Cu]1)[Cu],[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-],0,0
Nn1c(nnc1c1ccncc1)c1ccncc1.[Cd].[O]S(=O)(=O)[O],1.457698657,2.1922487657,-3.755302398703292,-5.417954827814042,3.78387,1.63861,[Cd].[O]S(=O)(=O)[O],Nn1c(nnc1c1ccncc1)c1ccncc1,0,0
[Ag].n1ccc(cc1)CSCc1nccnc1,1.443464343,3.0633090184,-3.810010268213445,-4.046715441800057,4.751,1.4461700000000002,[Ag],n1ccc(cc1)CSCc1nccnc1,0,0
[Cd].[O-]C(=O)c1ccncc1.[O]S(=O)(=O)[O],3.615435754,4.9900015255,-3.3059672185437874,-4.908322492868919,8.71143,1.44846,[Cd].[O]S(=O)(=O)[O],[O-]C(=O)c1ccncc1,1,0
C1=N[N]C=N1.[N]1=CN=NC=1.[Zn],1.968517384,1.8917582164,-3.869975172995456,-6.1323551770636895,3.80885,1.6758099999999998,[Zn],C1=N[N]C=N1.[N]1=CN=NC=1,0,0
CCOc1cc(C2=CC(=[C]C(=C2)C(=O)[O-])C(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)Cl)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])ccc(c2)Cl.[Zn],4.676898857,10.4979476814,-3.108536696496224,-4.496706521466439,6.3938500000000005,0.8771359999999999,[Zn],CCOc1cc(C2=CC(=[C]C(=C2)C(=O)[O-])C(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)Cl)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])ccc(c2)Cl,1,1
CC(P(=O)([O])[O])(P(=O)([O])[O])O.[Dy].[Ru][Ru],2.942865523,4.440906128,-0.8699751729954562,-5.2909311164103405,4.89641,1.80531,[Dy].[Ru][Ru],CC(P(=O)([O])[O])(P(=O)([O])[O])O,1,0
CC(P(=O)([O])[O])(P(=O)([O])[O])O.[Er].[Ru][Ru],2.9156816,4.4076456051,-1.0852291068938915,-5.2692685833567525,4.8108900000000006,1.85808,[Er].[Ru][Ru],CC(P(=O)([O])[O])(P(=O)([O])[O])O,1,0
CC(P(=O)([O])[O])(P(=O)([O])[O])O.[Gd].[Ru][Ru],2.790869497,4.4853689934,-1.5556522409686715,-5.280830360316962,4.89316,1.79298,[Gd].[Ru][Ru],CC(P(=O)([O])[O])(P(=O)([O])[O])O,1,0
CC(P(=O)([O])[O])(P(=O)([O])[O])O.[Ho].[Ru][Ru],2.847774378,4.4162995535,-1.1121155669681593,-5.278260262156056,4.79715,1.84797,[Ho].[Ru][Ru],CC(P(=O)([O])[O])(P(=O)([O])[O])O,1,0
CC(P(=O)([O])[O])(P(=O)([O])[O])O.[La].[Ru][Ru],2.789844691,4.418730858,-0.6164610912083087,-5.3022956350059935,5.04966,1.6910900000000002,[La].[Ru][Ru],CC(P(=O)([O])[O])(P(=O)([O])[O])O,1,0
CC(P(=O)([O])[O])(P(=O)([O])[O])O.[OH2][Pr][OH2].[Ru][Ru],3.121896212,4.1311119346,-1.8955880090095327,-5.375217876633892,4.65102,1.69435,[OH2][Pr][OH2].[Ru][Ru],CC(P(=O)([O])[O])(P(=O)([O])[O])O,1,0
CC(P(=O)([O])[O])(P(=O)([O])[O])O.[Ru][Ru].[Tb],3.061229615,4.4702435504,-0.6933627025865662,-5.2849523197396975,4.85877,1.80735,[Ru][Ru].[Tb],CC(P(=O)([O])[O])(P(=O)([O])[O])O,1,0
[Mg].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],6.419223432,5.6706138352,-2.0532599383225763,-4.4376464575398975,5.346369999999999,1.01767,[Mg],[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],1,0
CCc1cnc(c(c1)C(=O)[O-])C(=O)[O-].[Co].n1ccc(cc1)C=Cc1ccncc1,2.445345013,2.7657799246,-3.1860435857387133,-4.723554281105445,4.42025,1.33231,[Co],CCc1cnc(c(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,0,0
CCc1cnc(c(c1)C(=O)[O-])C(=O)[O-].[Co].n1ccc(cc1)c1ccncc1,2.725377705,2.9347462179000003,-3.051229670856676,-5.182820180040352,4.00306,1.40352,[Co],CCc1cnc(c(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,1,0
NC1=NN=N[N]1.[O-]C(=O)c1ccncc1.[Zn],1.60299811,3.3771265508,-3.441625076563115,-4.692902069492104,4.31665,1.50699,[Zn],NC1=NN=N[N]1.[O-]C(=O)c1ccncc1,0,0
[O-]C(=O)c1cc(ccc1C(=O)[O-])N(=O)=O.[Zn][OH][Zn][OH][Zn].n1ccc(cc1)C=Cc1ccncc1,0.664623971,1.423102955,-3.998287915940818,-4.624495504110628,4.46145,1.49644,[Zn][OH][Zn][OH][Zn],[O-]C(=O)c1cc(ccc1C(=O)[O-])N(=O)=O.n1ccc(cc1)C=Cc1ccncc1,0,0
[O-]C(=O)c1cc(ccc1C(=O)[O-])N(=O)=O.[Zn][OH][Zn][OH][Zn].n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1.n1ccc(cc1)[C][C]c1ccncc1,0.644085208,1.4387650287,-3.975949665869978,-4.847788122644503,4.21373,1.53199,[Zn][OH][Zn][OH][Zn],[O-]C(=O)c1cc(ccc1C(=O)[O-])N(=O)=O.n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1.n1ccc(cc1)[C][C]c1ccncc1,0,0
[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],1.278553368,4.7186892495,-3.975994866996925,-4.784616267699106,7.56112,1.15475,[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],0,0
C(Cn1cncc1)CCn1cncc1.[Cd].[O-]C(=O)c1ncccc1C(=O)[O-],0.631793349,2.0066847077000003,-4.01597162422127,-5.446595203117084,4.0304,1.49375,[Cd],C(Cn1cncc1)CCn1cncc1.[O-]C(=O)c1ncccc1C(=O)[O-],0,0
[Ni].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-].c1ncn(c1)c1ccc(cc1)c1ccc(cc1)n1cncc1,1.038526935,2.7748843566000003,-3.7374231492038135,-4.477874104918956,4.22229,1.34736,[Ni],[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-].c1ncn(c1)c1ccc(cc1)c1ccc(cc1)n1cncc1,0,0
[C]#[C].[Cd],0.213945219,6.4561009125,-4.844226851075859,-5.546704598647577,6.4943100000000005,1.08851,[Cd],[C]#[C],0,0
[Cd].[O]S(=O)(=O)[O].n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,4.277646056,3.889722624100001,-1.2685869219157475,-4.8001516129745845,5.98913,1.31215,[Cd].[O]S(=O)(=O)[O],n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,1,0
[O-]C(=O)CN(C1=[N]=C(N=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-])CC(=O)[O-].[O-]C(=O)CN(C1=[N]=C([N]C(=N1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-])CC(=O)[O-].[Zn],3.477535297,7.560480488,-1.9442815535216305,-4.82768026974097,6.71051,1.05932,[Zn],[O-]C(=O)CN(C1=[N]=C(N=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-])CC(=O)[O-].[O-]C(=O)CN(C1=[N]=C([N]C(=N1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-])CC(=O)[O-],1,0
CC1=NC=C[N]1.CC1=N[C]=C[N]1.[Co],0.170082814,7.610550988099999,-4.951030216537436,-5.196646007390681,11.40059,0.902033,[Co],CC1=NC=C[N]1.CC1=N[C]=C[N]1,0,0
CC1=NC=C[N]1.CC1=N[CH]C=N1.[Co],0.183698428,7.6826922774,-4.921318480004151,-5.17106440755137,11.41369,0.903406,[Co],CC1=NC=C[N]1.CC1=N[CH]C=N1,0,0
O=N(=O)C1=NC=C[N]1.O=N(=O)C1=N[CH]C=N1.[Zn].c1ccc2c(c1)N=C[N]2,0.503877312,6.0624177222,-4.360653981891274,-4.950681170668269,10.85901,1.03314,[Zn],O=N(=O)C1=NC=C[N]1.O=N(=O)C1=N[CH]C=N1.c1ccc2c(c1)N=C[N]2,0,0
C1=C[N]C=N1.C1=N[CH]C=N1.O=N(=O)C1=NC=C[N]1.[Zn],0.27476663,9.5813360013,-4.712153499750484,-5.189802442100944,15.27666,0.7771119999999999,[Zn],C1=C[N]C=N1.C1=N[CH]C=N1.O=N(=O)C1=NC=C[N]1,0,1
O=N(=O)C1=NC=C[N]1.[Zn],0.531611201,3.1464956877,-4.379983731005689,-4.789809941161735,5.048780000000001,1.55276,[Zn],O=N(=O)C1=NC=C[N]1,0,0
CC1(C)c2cc(ccc2-c2c1cc(cc2)n1cncc1)n1cncc1.[Cd].[O-]C(=O)C1CCC(CC1)C(=O)[O-],0.171510093,0.704320339,-4.868817773851076,-6.06961698953845,3.82434,1.41655,[Cd],CC1(C)c2cc(ccc2-c2c1cc(cc2)n1cncc1)n1cncc1.[O-]C(=O)C1CCC(CC1)C(=O)[O-],0,0
S=c1ccccn1CCn1ccccc1=S.[Ni],2.582396707,7.2866402797,-3.585170327043836,-3.974075910189115,5.6825600000000005,1.01525,[Ni],S=c1ccccn1CCn1ccccc1=S,0,0
O=[C]1=NC=CC=N1.[Cu][Cu],2.456552919,3.8374117455,-3.36906794452892,-4.902499747768314,4.42847,1.47072,[Cu][Cu],O=[C]1=NC=CC=N1,0,0
[Cd].[O-]C(=O)c1ncccn1,0.225291496,5.7134659347,-4.7612841440524285,-5.197993635884108,17.36935,1.04037,[Cd],[O-]C(=O)c1ncccn1,0,0
[Cu].[O-]C(=O)CC(C(=O)[O-])O.n1ccc(cc1)C=Cc1ccncc1,1.271399177,3.5097251502,-3.734465239067002,-4.300308797384956,5.54225,1.29032,[Cu],[O-]C(=O)CC(C(=O)[O-])O.n1ccc(cc1)C=Cc1ccncc1,0,0
[Ni].[O-]C(=O)CC(C(=O)[O-])O.n1ccc(cc1)c1ccncc1,0.490213211,10.2548943189,-4.4937399192195215,-4.928884204233428,7.22845,0.8526459999999999,[Ni],[O-]C(=O)CC(C(=O)[O-])O.n1ccc(cc1)c1ccncc1,0,1
C(Cc1ccncc1)Cc1ccncc1.N#N.[C]#[C].[Cu]1[S]2[Cu]3[Mo]4562[S]1[Cu]4[S]6[Cu][S]35,0.810180134,2.6936211196,-4.110307328305826,-4.556600876691483,5.426080000000001,1.45199,N#N.[Cu]1[S]2[Cu]3[Mo]4562[S]1[Cu]4[S]6[Cu][S]35,C(Cc1ccncc1)Cc1ccncc1.[C]#[C],0,0
[Cd].[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,2.163371139,6.3677803145,-3.3082671126549767,-4.654018878173695,5.72746,1.21514,[Cd],[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,0,0
[Cd].[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,1.986814471,6.9901201089,-3.3944859393261217,-4.699954797036758,5.85565,1.11314,[Cd],[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,0,0
[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,0.759853475,8.152135408300001,-4.247755587385424,-4.744717844015439,6.159590000000001,0.966844,[Zn],[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,0,1
C1=C[N]C=N1.C1=N[CH]C=N1.[Zn],1.128940377,2.5642730311,-3.882195280834433,-4.465358444784356,5.3179,1.18697,[Zn],C1=C[N]C=N1.C1=N[CH]C=N1,0,0
[Co][OH]([Co][OH]([Co])[Co])[Co].[O-]C(=O)c1cc(Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],3.588395831,3.4857055543,-2.112850999997027,-5.364277054979719,3.86175,1.5862,[Co][OH]([Co][OH]([Co])[Co])[Co],[O-]C(=O)c1cc(Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,0
[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn],2.614283105,8.2864562451,-3.626194564451392,-4.39091274151347,4.75858,0.984908,[Zn],[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-],1,1
C1CN2CCN1CC2.[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],2.057990208,7.0730064553,-3.7230237812189033,-4.560946923886538,5.27749,1.10089,[Co],C1CN2CCN1CC2.[O-]C(=O)c1ccc(cc1)C(=O)[O-],0,0
[Ce].[O-]C(=O)c1ccc(cc1)C(=O)[O-],2.27116767,2.3576509293,-1.1371301131494334,-4.672990685627446,4.92403,1.66682,[Ce],[O-]C(=O)c1ccc(cc1)C(=O)[O-],0,0
[Co][OH2][Co].[Co][OH]([Co])[Co].n1ccncc1,1.795282343,8.6882378496,-2.421662265222732,-4.836698456431877,8.22407,0.843093,[Co][OH2][Co].[Co][OH]([Co])[Co],n1ccncc1,0,1
O=C1[CH]C(=O)N=[C](=S)[N]1.[Zn],6.479163031,8.651436052200001,-2.4067881682276018,-4.633341746935661,4.95936,1.0628,[Zn],O=C1[CH]C(=O)N=[C](=S)[N]1,1,1
O=C1[CH]C(=O)N=[C](=S)[N]1.[Mn],6.479915601,8.9630613089,-2.045980968432548,-4.728044609281564,4.59875,0.999501,[Mn],O=C1[CH]C(=O)N=[C](=S)[N]1,1,1
[O-]C(=O)C1C(C(=O)[O-])C(C1C(=O)[O-])C(=O)[O-].[U],0.209868617,2.1083754673,-4.834544960077832,-5.509074220294303,4.79892,2.78878,[U],[O-]C(=O)C1C(C(=O)[O-])C(C1C(=O)[O-])C(=O)[O-],0,0
[Cu].[O-]C(=O)CCC(=O)[O-].[OH],0.457215414,2.8661339026,-4.4770083528309765,-5.308324523440041,6.09249,1.63047,[Cu].[OH],[O-]C(=O)CCC(=O)[O-],0,0
[Ni].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccncc2)c2ccncc2)cc(c1)c1ccncc1,1.044124445,2.354113357,-3.72482229509208,-4.349956825982615,5.22434,1.32627,[Ni],[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccncc2)c2ccncc2)cc(c1)c1ccncc1,0,0
[Co].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccncc2)c2ccncc2)cc(c1)c1ccncc1,1.079462078,2.4160419285,-3.7888313845229207,-4.384691874420224,5.2354400000000005,1.30229,[Co],[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1cc(Oc2cc(cc(c2)c2ccncc2)c2ccncc2)cc(c1)c1ccncc1,0,0
[K].[O]S(c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)S([O])([O])[O])cc1)c1ccc(cc1)S([O])([O])[O])c1ccc(cc1)S([O])([O])[O])([O])[O],0.636469056,7.135008830199999,-4.305820530520943,-5.351263438443214,14.8276,0.8870879999999999,[K],[O]S(c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)S([O])([O])[O])cc1)c1ccc(cc1)S([O])([O])[O])c1ccc(cc1)S([O])([O])[O])([O])[O],0,0
Cl[Zn].N1=NN=C([N]1)C12CC3(CC(C2)(CC(C1)(C3)C1=NN=N[N]1)C1=NN=N[N]1)C1=NN=N[N]1.[Zn],4.272769186,9.0900824473,-3.258838154756812,-5.217875811146103,7.09205,0.944258,Cl[Zn].[Zn],N1=NN=C([N]1)C12CC3(CC(C2)(CC(C1)(C3)C1=NN=N[N]1)C1=NN=N[N]1)C1=NN=N[N]1,1,1
Cc1cc(c(cc1n1cncc1)C)n1cncc1.[Ni],3.002451295,10.2440897284,-3.1696384811754523,-4.490418475772915,6.6862200000000005,0.770633,[Ni],Cc1cc(c(cc1n1cncc1)C)n1cncc1,1,1
[Cd].[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],5.334980302,7.759001729199999,-2.362893699575148,-4.935976522547098,4.31911,1.28361,[Cd],[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],1,0
OCC(C(=O)[O-])NCc1ccncc1.[Cd],4.76697315,6.3157546339,-2.239156244200416,-4.5788124715647935,6.22843,1.32869,[Cd],OCC(C(=O)[O-])NCc1ccncc1,1,0
N1=C[N]N([CH]1)Cc1cccc(c1)CN1[N]C=N[CH]1.[Cu],0.506045868,16.2916090326,-4.443181478033862,-5.199559941498671,10.06569,0.5579890000000001,[Cu],N1=C[N]N([CH]1)Cc1cccc(c1)CN1[N]C=N[CH]1,0,1
C(CN1[N]C=N[CH]1)CN1[N]C=N[CH]1.C1=N[CH]N([N]1)CCCn1cncn1.N1=C[N]N([CH]1)CCCN1[CH][N]C=N1.[Cu].[N]1C=NN([CH]1)CCCn1cncn1,0.297417741,10.7014646287,-4.7250228466919975,-5.150058150061531,10.37122,0.7870010000000001,[Cu],C(CN1[N]C=N[CH]1)CN1[N]C=N[CH]1.C1=N[CH]N([N]1)CCCn1cncn1.N1=C[N]N([CH]1)CCCN1[CH][N]C=N1.[N]1C=NN([CH]1)CCCn1cncn1,0,1
[Cd].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1.113239392,8.3658728978,-4.024064334628728,-4.934457629480861,8.09273,0.987164,[Cd],[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,1
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],2.077669849,6.182752286,-3.5456949147511985,-4.7540631152871375,7.82021,1.06883,[Zn],[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0
[N]1[CH]C=C(C=C1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].[Zn][Zn].n1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,2.056475359,7.8934364981,-3.7227323969422303,-4.452532977573616,7.10002,0.943193,[Zn].[Zn][Zn],[N]1[CH]C=C(C=C1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,0,0
[Dy].[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-],3.829142955,5.4009054224,-2.404089522191045,-4.271058086483758,6.68492,1.16398,[Dy],[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-],1,0
[O]P(=O)(O)[O].[O]P(=O)([O])O.[O]P(=O)([O])[O].[Zn],0.110790443,0.8132390820000001,-5.105999801967377,-5.720830589767697,5.0786,2.10255,[O]P(=O)(O)[O].[O]P(=O)([O])O.[O]P(=O)([O])[O].[Zn],,0,0
[Mn][O]([Mn])[Mn].[O-]C(=O)c1cc(OCc2c(COc3cc(cc(c3)C(=O)[O-])C(=O)[O-])c(COc3cc(cc(c3)C(=O)[O-])C(=O)[O-])c(c(c2COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],2.342223232,11.6767700869,-3.3801129285695315,-4.655057837234764,15.42527,0.794433,[Mn][O]([Mn])[Mn],[O-]C(=O)c1cc(OCc2c(COc3cc(cc(c3)C(=O)[O-])C(=O)[O-])c(COc3cc(cc(c3)C(=O)[O-])C(=O)[O-])c(c(c2COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1
O=C(Nc1ccncc1)CCCCCCC(=O)Nc1ccncc1.[Co].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],1.017521072,5.0537513602,-4.094966557205887,-4.656902712882342,6.67259,1.1406,[Co],O=C(Nc1ccncc1)CCCCCCC(=O)Nc1ccncc1.[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],0,0
[Mg].[O-]C(=O)c1ccc(cc1)c1cncc(n1)c1ccc(cc1)C(=O)[O-],3.457977318,3.5630732655,-1.733556618703726,-4.189501339707639,4.39237,1.17121,[Mg],[O-]C(=O)c1ccc(cc1)c1cncc(n1)c1ccc(cc1)C(=O)[O-],1,0
Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-],4.464232579,4.2141049530000005,-1.0067661934892993,-4.670018706984666,4.48348,1.2280799999999998,[Cd],Cc1nccn1CCCCn1ccnc1C.[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-],1,0
[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.344552218,2.5916070126,-1.9877408136291013,-5.342269315093993,4.36902,1.7630599999999998,[Cd],[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,0
[Co].[O-]C(=O)c1cc(cc(c1)N1[CH][N]c2c1cccc2)n1ccnc1.[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1ccnc1,0.87191035,1.7977206575,-3.650800205570001,-4.200453381903143,5.024769999999999,1.34483,[Co],[O-]C(=O)c1cc(cc(c1)N1[CH][N]c2c1cccc2)n1ccnc1.[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1ccnc1,0,0
[Ag].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1.[Sm],1.315094882,1.6026852229,-3.3383623921858967,-5.515156564958234,3.94211,2.22519,[Ag].[Sm],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,0
[Ag].[Eu].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,1.256949673,1.5863789983,-3.3580888403786573,-5.545971160699263,3.93503,2.23097,[Ag].[Eu],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,0
[Ag].[Gd].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,1.225659627,1.5632542875,-3.4106190378556325,-5.568705406766704,3.92669,2.25635,[Ag].[Gd],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,0
[Ag].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1.[Tb],1.209249429,1.543867663,-3.421278293375169,-5.626773431503199,3.91618,2.26908,[Ag].[Tb],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,0
[Ag].[Dy].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,1.171251789,1.5657663342,-3.452259744265988,-5.548242723034599,3.94982,2.2788,[Ag].[Dy],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,0
[Ag].[Ho].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,1.177429389,1.5277799766999998,-3.4273200405834943,-5.624297986961492,3.94364,2.31343,[Ag].[Ho],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,0
[Ag].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1.[Y],1.38771404,1.7617372219999998,-3.2991682627149475,-5.5709311815436005,3.89793,2.03428,[Ag].[Y],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,0
[Ag].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1.[Yb],1.174375789,1.5238789362,-3.4249311403373843,-5.656225216976992,3.88784,2.39828,[Ag].[Yb],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1,0,0
